key,address,accountnumber,opendataupdate,housetype,landuse,exemptclass,assessmentyear,currentyeartotalassessment,owneroccupancycode,homesteadcreditqualificationcode,homesteadqualificationdate,yearbuilt,datepurchased,zoning,box2,box4,box5,box6,box8,box7,box9a,box9,box10,totalchange
60590243282,7526 GOLDFINCH CT,60590243282,20230303,TH,Residential (R),Blank,2023,330067,Yes,Approved,2017.12.12,2016,2016.06.08,R10,330067,307100,120000,256000,330067,376000,22966.666666666668,353033.6666666667,376000,68900
60590243283,7524 GOLDFINCH CT,60590243283,20230303,TH,Exempt (E),OTH Disabled Veteran (020),2023,309700,Yes,Approved,2016.08.29,2016,2016.05.24,R10,309700,289200,120000,230700,309700,350700,20500.0,330200.0,350700,61500
60590243284,7522 GOLDFINCH CT,60590243284,20230303,TH,Residential (R),Blank,2023,316733,Yes,No Application,1899.12.30,2016,2021.01.06,R10,316733,297000,120000,236200,316733,356200,19733.333333333332,336466.3333333333,356200,59200
60590243285,7520 GOLDFINCH CT,60590243285,20230303,TH,Residential (R),Blank,2023,317433,Yes,Approved,2016.11.14,2016,2016.06.08,R10,317433,296500,120000,239300,317433,359300,20933.333333333332,338366.3333333333,359300,62800
60590243286,7518 GOLDFINCH CT,60590243286,20230303,TH,Residential (R),Blank,2023,314900,Yes,Approved,2018.04.09,2016,2016.05.24,R10,314900,294100,120000,236500,314900,356500,20800.0,335700.0,356500,62400
60590243287,7516 GOLDFINCH CT,60590243287,20230303,TH,Residential (R),Blank,2023,324367,Yes,Approved,2021.03.09,2016,2020.03.13,R10,324367,301700,120000,249700,324367,369700,22666.666666666668,347033.6666666667,369700,68000
60590243288,7514 GOLDFINCH CT,60590243288,20230303,TH,Residential (R),Blank,2023,328067,Yes,Approved,2017.04.27,2016,2016.08.05,R10,328067,306500,120000,251200,328067,371200,21566.666666666668,349633.6666666667,371200,64700
60590243289,7512 GOLDFINCH CT,60590243289,20230303,TH,Residential (R),Blank,2023,316933,Yes,No Application,1899.12.30,2016,2022.12.29,R10,316933,296000,120000,238800,316933,358800,20933.333333333332,337866.3333333333,358800,62800
60590243290,7510 GOLDFINCH CT,60590243290,20230303,TH,Exempt (E),OTH Disabled Veteran (020),2023,327633,Yes,Approved,2017.09.11,2016,2016.10.06,R10,327633,306100,120000,250700,327633,370700,21533.333333333332,349166.3333333333,370700,64600
60590243291,GOLDFINCH CT,60590243291,20230303,TH,Residential (R),Blank,2023,313167,Yes,Approved,2017.06.26,2016,2016.08.05,R10,313167,292500,120000,234500,313167,354500,20666.666666666668,333833.6666666667,354500,62000
60590243292,7506 GOLDFINCH CT,60590243292,20230303,TH,Residential (R),Blank,2023,322667,Yes,Approved,2017.01.13,2016,2016.10.07,R10,322667,301400,120000,245200,322667,365200,21266.666666666668,343933.6666666667,365200,63800
60590243293,7504 GOLDFINCH CT,60590243293,20230303,TH,Residential (R),Blank,2023,321467,Yes,Approved,2017.06.26,2016,2016.11.15,R10,321467,299000,120000,246400,321467,366400,22466.666666666668,343933.6666666667,366400,67400
60590243294,7502 GOLDFINCH CT,60590243294,20230303,TH,Residential (R),Blank,2023,334000,Yes,No Application,1899.12.30,2016,2019.10.07,R10,334000,312100,120000,257800,334000,377800,21900.0,355900.0,377800,65700
60590243295,633 WARBLERS PERCH WAY,60590243295,20230303,TH,Residential (R),Blank,2023,326633,Yes,Approved,2022.03.09,2016,2021.09.27,R10,326633,306500,120000,246900,326633,366900,20133.333333333332,346766.3333333333,366900,60400
60590243296,635 WARBLERS PERCH WAY,60590243296,20230303,TH,Residential (R),Blank,2023,327400,Yes,No Application,1899.12.30,2016,2021.09.15,R10,327400,302900,120000,256400,327400,376400,24500.0,351900.0,376400,73500
60590243297,637 WARBLERS PERCH WAY,60590243297,20230303,TH,Residential (R),Blank,2023,319600,Yes,No Application,1899.12.30,2016,2021.01.15,R10,319600,296300,120000,246200,319600,366200,23300.0,342900.0,366200,69900
60590243298,639 WARBLERS PERCH WAY,60590243298,20230303,TH,Residential (R),Blank,2023,322533,Yes,Approved,2020.03.05,2016,2019.09.25,R10,322533,300200,120000,247200,322533,367200,22333.333333333332,344866.3333333333,367200,67000
60590243299,641 WARBLERS PERCH WAY,60590243299,20230303,TH,Residential (R),Blank,2023,315633,Yes,No Application,1899.12.30,2016,2017.01.04,R10,315633,294800,120000,237300,315633,357300,20833.333333333332,336466.3333333333,357300,62500
60590243300,643 WARBLERS PERCH WAY,60590243300,20230303,TH,Residential (R),Blank,2023,329567, No ,Denied,2020.01.29,2016,2019.06.28,R10,329567,307900,120000,252900,329567,372900,21666.666666666668,351233.6666666667,372900,65000
60590243301,7403 WILLOW VIEW LN,60590243301,20230303,TH,Residential (R),Blank,2023,334733,Yes,No Application,1899.12.30,2017,2020.08.07,R10,334733,308200,120000,267800,334733,387800,26533.333333333332,361266.3333333333,387800,79600
60590243302,7405 WILLOW VIEW LN,60590243302,20230303,TH,Residential (R),Blank,2023,310700,Yes,Approved,2017.07.14,2017,2017.03.31,R10,310700,290100,120000,231900,310700,351900,20600.0,331300.0,351900,61800
60590243303,7407 WILLOW VIEW LN,60590243303,20230303,TH,Residential (R),Blank,2023,322533,Yes,No Application,1899.12.30,2017,2022.08.29,R10,322533,301700,120000,244200,322533,364200,20833.333333333332,343366.3333333333,364200,62500
60590243304,7409 WILLOW VIEW LN,60590243304,20230303,TH,Residential (R),Blank,2023,319067,Yes,No Application,1899.12.30,2017,2017.04.13,R10,319067,298000,120000,241200,319067,361200,21066.666666666668,340133.6666666667,361200,63200
60590243305,7411 WILLOW VIEW LN,60590243305,20230303,TH,Residential (R),Blank,2023,322233,Yes,No Application,1899.12.30,2017,2017.05.31,R10,322233,301000,120000,244700,322233,364700,21233.333333333332,343466.3333333333,364700,63700
60590243306,7413 WILLOW VIEW LN,60590243306,20230303,TH,Residential (R),Blank,2023,317367,Yes,Approved,2017.11.02,2017,2017.04.05,R10,317367,296400,120000,239300,317367,359300,20966.666666666668,338333.6666666667,359300,62900
60590243307,7415 WILLOW VIEW LN,60590243307,20230303,TH,Residential (R),Blank,2023,323533,Yes,Approved,2017.12.12,2017,2018.08.23,R10,323533,302200,120000,246200,323533,366200,21333.333333333332,344866.3333333333,366200,64000
60590243308,7417 WILLOW VIEW LN,60590243308,20230303,TH,Residential (R),Blank,2023,327867, No ,No Application,1899.12.30,2017,2017.03.01,R10,327867,306300,120000,251000,327867,371000,21566.666666666668,349433.6666666667,371000,64700
60590243309,7419 WILLOW VIEW LN,60590243309,20230303,TH,Residential (R),Blank,2023,323433,Yes,No Application,1899.12.30,2017,2022.06.21,R10,323433,302100,120000,246100,323433,366100,21333.333333333332,344766.3333333333,366100,64000
60590243310,7421 WILLOW VIEW LN,60590243310,20230303,TH,Residential (R),Blank,2023,313633,Yes,Approved,2017.06.26,2017,2017.03.01,R10,313633,292900,120000,235100,313633,355100,20733.333333333332,334366.3333333333,355100,62200
60590243311,7423 WILLOW VIEW LN,60590243311,20230303,TH,Residential (R),Blank,2023,324900,Yes,No Application,1899.12.30,2017,2021.04.28,R10,324900,303500,120000,247700,324900,367700,21400.0,346300.0,367700,64200
60590243312,7425 WILLOW VIEW LN,60590243312,20230303,TH,Residential (R),Blank,2023,316867,Yes,Approved,2022.02.16,2017,2021.04.02,R10,316867,294000,120000,242600,316867,362600,22866.666666666668,339733.6666666667,362600,68600
60590243313,7427 WILLOW VIEW LN,60590243313,20230303,TH,Residential (R),Blank,2023,325233,Yes,Approved,2017.12.12,2017,2017.03.01,R10,325233,303800,120000,248100,325233,368100,21433.333333333332,346666.3333333333,368100,64300
60590243314,503 KINGLETS ROOST LN,60590243314,20230303,TH,Residential (R),Blank,2023,333633, No ,No Application,1899.12.30,2017,2017.08.21,R10,333633,311700,120000,257500,333633,377500,21933.333333333332,355566.3333333333,377500,65800
60590243315,KINGLETS ROOST LN,60590243315,20230303,TH,Residential (R),Blank,2023,314267,Yes,No Application,1899.12.30,2017,2021.05.25,R10,314267,293500,120000,235800,314267,355800,20766.666666666668,335033.6666666667,355800,62300
60590243316,507 KINGLETS ROOST LN,60590243316,20230303,TH,Residential (R),Blank,2023,321100,Yes,Approved,2019.02.25,2017,2017.08.21,R10,321100,298600,120000,246100,321100,366100,22500.0,343600.0,366100,67500
60590243317,KINGLETS ROOST LN,60590243317,20230303,TH,Residential (R),Blank,2023,316433, No ,No Application,1899.12.30,2017,2017.08.24,R10,316433,295500,120000,238300,316433,358300,20933.333333333332,337366.3333333333,358300,62800
60590243318,511 KINGLETS ROOST LN,60590243318,20230303,TH,Residential (R),Blank,2023,322233,Yes,Approved,2021.06.10,2017,2020.11.04,R10,322233,301000,120000,244700,322233,364700,21233.333333333332,343466.3333333333,364700,63700
60590243319,513 KINGLETS ROOST LN,60590243319,20230303,TH,Residential (R),Blank,2023,313433,Yes,No Application,1899.12.30,2017,2021.11.15,R10,313433,292700,120000,234900,313433,354900,20733.333333333332,334166.3333333333,354900,62200
60590243320,515 KINGLETS ROOST LN,60590243320,20230303,TH,Residential (R),Blank,2023,323533, No ,Denied,2019.02.07,2017,2017.08.24,R10,323533,302200,120000,246200,323533,366200,21333.333333333332,344866.3333333333,366200,64000
60590243321,517 KINGLETS ROOST LN,60590243321,20230303,TH,Residential (R),Blank,2023,330967,Yes,No Application,1899.12.30,2017,2018.06.11,R10,330967,309200,120000,254500,330967,374500,21766.666666666668,352733.6666666667,374500,65300
60590243322,519 KINGLETS ROOST LN,60590243322,20230303,TH,Residential (R),Blank,2023,314800,Yes,No Application,1899.12.30,2017,2017.12.04,R10,314800,294000,120000,236400,314800,356400,20800.0,335600.0,356400,62400
60590243323,521 KINGLETS ROOST LN,60590243323,20230303,TH,Residential (R),Blank,2023,315333,Yes,Approved,2018.02.13,2017,2017.12.07,R10,315333,294500,120000,237000,315333,357000,20833.333333333332,336166.3333333333,357000,62500
60590243324,523 KINGLETS ROOST LN,60590243324,20230303,TH,Residential (R),Blank,2023,323433,Yes,Approved,2018.06.01,2017,2018.01.09,R10,323433,302100,120000,246100,323433,366100,21333.333333333332,344766.3333333333,366100,64000
60590243325,525 KINGLETS ROOST LN,60590243325,20230303,TH,Residential (R),Blank,2023,310700, No ,Denied,2020.10.22,2017,2017.12.07,R10,310700,290100,120000,231900,310700,351900,20600.0,331300.0,351900,61800
60590243326,527 KINGLETS ROOST LN,60590243326,20230303,TH,Residential (R),Blank,2023,327867,Yes,Approved,2019.12.10,2017,2017.12.07,R10,327867,306300,120000,251000,327867,371000,21566.666666666668,349433.6666666667,371000,64700
60590243327,KINGLETS ROOST LN,60590243327,20230303,TH,Residential (R),Blank,2023,318767,Yes,No Application,1899.12.30,2018,2018.02.27,R10,318767,309300,120000,217700,318767,337700,9466.666666666666,328233.6666666667,337700,28400
60590243328,531 KINGLETS ROOST LN,60590243328,20230303,TH,Residential (R),Blank,2023,312933,Yes,Approved,2018.10.17,2018,2018.01.30,R10,312933,303500,120000,211800,312933,331800,9433.333333333334,322366.3333333333,331800,28300
60590243329,533 KINGLETS ROOST LN,60590243329,20230303,TH,Residential (R),Blank,2023,312533, No ,No Application,1899.12.30,2018,2018.01.30,R10,312533,303100,120000,211400,312533,331400,9433.333333333334,321966.3333333333,331400,28300
60590243330,535 KINGLETS ROOST LN,60590243330,20230303,TH,Residential (R),Blank,2023,318067,Yes,No Application,1899.12.30,2018,2021.08.20,R10,318067,307200,120000,219800,318067,339800,10866.666666666666,328933.6666666667,339800,32600
60590243331,537 KINGLETS ROOST LN,60590243331,20230303,TH,Residential (R),Blank,2023,324033,Yes,No Application,1899.12.30,2018,2022.07.25,R10,324033,298000,120000,256100,324033,376100,26033.333333333332,350066.3333333333,376100,78100
60590243332,539 KINGLETS ROOST LN,60590243332,20230303,TH,Residential (R),Blank,2023,320500,Yes,Approved,2018.07.23,2018,2018.04.04,R10,320500,311000,120000,219500,320500,339500,9500.0,330000.0,339500,28500
60590243333,532 KINGLETS ROOST LN,60590243333,20230303,TH,Residential (R),Blank,2023,332233,Yes,No Application,1899.12.30,2017,2017.11.27,R10,332233,310400,120000,255900,332233,375900,21833.333333333332,354066.3333333333,375900,65500
60590243334,530 KINGLETS ROOST LN,60590243334,20230303,TH,Residential (R),Blank,2023,316433,Yes,No Application,1899.12.30,2017,2017.12.04,R10,316433,295500,120000,238300,316433,358300,20933.333333333332,337366.3333333333,358300,62800
60590243335,528 KINGLETS ROOST LN,60590243335,20230303,TH,Residential (R),Blank,2023,314467,Yes,Approved,2018.02.13,2017,2017.11.29,R10,314467,293700,120000,236000,314467,356000,20766.666666666668,335233.6666666667,356000,62300
60590243336,526 KINGLETS ROOST LN,60590243336,20230303,TH,Residential (R),Blank,2023,322900,Yes,No Application,1899.12.30,2017,2018.01.30,R10,322900,300300,120000,248100,322900,368100,22600.0,345500.0,368100,67800
60590243337,524 KINGLETS ROOST LN,60590243337,20230303,TH,Residential (R),Blank,2023,326167,Yes,No Application,1899.12.30,2017,2021.11.12,R10,326167,304700,120000,249100,326167,369100,21466.666666666668,347633.6666666667,369100,64400
60590243338,522 KINGLETS ROOST LN,60590243338,20230303,TH,Residential (R),Blank,2023,314800,Yes,Approved,2018.02.13,2017,2017.11.29,R10,314800,294000,120000,236400,314800,356400,20800.0,335600.0,356400,62400
60590243339,520 KINGLETS ROOST LN,60590243339,20230303,TH,Residential (R),Blank,2023,314100,Yes,No Application,1899.12.30,2017,2018.04.23,R10,314100,292000,120000,238300,314100,358300,22100.0,336200.0,358300,66300
60590243340,518 KINGLETS ROOST LN,60590243340,20230303,TH,Residential (R),Blank,2023,322500,Yes,No Application,1899.12.30,2017,2018.03.23,R10,322500,299900,120000,247700,322500,367700,22600.0,345100.0,367700,67800
60590243341,516 KINGLETS ROOST LN,60590243341,20230303,TH,Residential (R),Blank,2023,315033,Yes,Approved,2018.03.14,2017,2018.01.09,R10,315033,292900,120000,239300,315033,359300,22133.333333333332,337166.3333333333,359300,66400
60590243342,514 KINGLETS ROOST LN,60590243342,20230303,TH,Residential (R),Blank,2023,332167,Yes,No Application,2022.07.05,2017,2021.08.11,R10,332167,306900,120000,262700,332167,382700,25266.666666666668,357433.6666666667,382700,75800
60590243343,7416 WILLOW VIEW LN,60590243343,20230303,TH,Residential (R),Blank,2023,323300,Yes,Approved,2018.01.10,2017,2017.08.04,R10,323300,302000,120000,245900,323300,365900,21300.0,344600.0,365900,63900
60590243344,7414 WILLOW VIEW LN,60590243344,20230303,TH,Residential (R),Blank,2023,321333, No ,No Application,1899.12.30,2017,2022.05.31,R10,321333,298000,120000,248000,321333,368000,23333.333333333332,344666.3333333333,368000,70000
60590243345,7412 WILLOW VIEW LN,60590243345,20230303,TH,Residential (R),Blank,2023,325700,Yes,No Application,1899.12.30,2017,2020.12.03,R10,325700,302100,120000,252900,325700,372900,23600.0,349300.0,372900,70800
60590243346,7410 WILLOW VIEW LN,60590243346,20230303,TH,Residential (R),Blank,2023,289033,Yes,Approved,2019.04.09,2017,2017.08.28,R10,289033,268200,120000,210700,289033,330700,20833.333333333332,309866.3333333333,330700,62500
60590243347,7408 WILLOW VIEW LN,60590243347,20230303,TH,Residential (R),Blank,2023,293867,Yes,Approved,2018.02.13,2017,2017.12.04,R10,293867,274300,120000,213000,293867,333000,19566.666666666668,313433.6666666667,333000,58700
60590243348,7406 WILLOW VIEW LN,60590243348,20230303,TH,Residential (R),Blank,2023,322233,Yes,Approved,2018.02.13,2017,2017.07.26,R10,322233,301000,120000,244700,322233,364700,21233.333333333332,343466.3333333333,364700,63700
60590243349,7404 WILLOW VIEW LN,60590243349,20230303,TH,Residential (R),Blank,2023,292100, No ,No Application,1899.12.30,2017,2017.07.21,R10,292100,272600,120000,211100,292100,331100,19500.0,311600.0,331100,58500
60590243350,7402 WILLOW VIEW LN,60590243350,20230303,TH,Residential (R),Blank,2023,307367, No ,No Application,1899.12.30,2017,2017.07.31,R10,307367,287000,120000,228100,307367,348100,20366.666666666668,327733.6666666667,348100,61100
60590243351,678 WARBLERS PERCH WAY,60590243351,20230303,TH,Residential (R),Blank,2023,335667,Yes,Approved,2018.02.13,2017,2017.10.31,R10,335667,313600,120000,259800,335667,379800,22066.666666666668,357733.6666666667,379800,66200
60590243352,676 WARBLERS PERCH WAY,60590243352,20230303,TH,Residential (R),Blank,2023,316433,Yes,Approved,2018.06.29,2017,2017.11.27,R10,316433,295500,120000,238300,316433,358300,20933.333333333332,337366.3333333333,358300,62800
60590243353,674 WARBLERS PERCH WAY,60590243353,20230303,TH,Residential (R),Blank,2023,314467,Yes,No Application,1899.12.30,2017,2022.05.05,R10,314467,293700,120000,236000,314467,356000,20766.666666666668,335233.6666666667,356000,62300
60590243354,672 WARBLERS PERCH WAY,60590243354,20230303,TH,Residential (R),Blank,2023,327867,Yes,Approved,2018.02.13,2017,2017.11.27,R10,327867,306300,120000,251000,327867,371000,21566.666666666668,349433.6666666667,371000,64700
60590243355,670 WARBLERS PERCH WAY,60590243355,20230303,TH,Residential (R),Blank,2023,335667,Yes,No Application,1899.12.30,2017,2021.06.07,R10,335667,311700,120000,263600,335667,383600,23966.666666666668,359633.6666666667,383600,71900
60590243356,668 WARBLERS PERCH WAY,60590243356,20230303,TH,Residential (R),Blank,2023,317367,Yes,Approved,2018.02.13,2017,2017.08.28,R10,317367,296400,120000,239300,317367,359300,20966.666666666668,338333.6666666667,359300,62900
60590243357,666 WARBLERS PERCH WAY,60590243357,20230303,TH,Residential (R),Blank,2023,322233,Yes,No Application,1899.12.30,2017,2023.01.25,R10,322233,301000,120000,244700,322233,364700,21233.333333333332,343466.3333333333,364700,63700
60590243358,664 WARBLERS PERCH WAY,60590243358,20230303,TH,Residential (R),Blank,2023,315567,Yes,No Application,1899.12.30,2017,2022.05.12,R10,315567,293700,120000,239300,315567,359300,21866.666666666668,337433.6666666667,359300,65600
60590243359,662 WARBLERS PERCH WAY,60590243359,20230303,TH,Residential (R),Blank,2023,327867,Yes,No Application,1899.12.30,2017,2018.01.25,R10,327867,306300,120000,251000,327867,371000,21566.666666666668,349433.6666666667,371000,64700
60590243360,660 WARBLERS PERCH WAY,60590243360,20230303,TH,Residential (R),Blank,2023,327233,Yes,No Application,1899.12.30,2017,2017.05.01,R10,327233,305700,120000,250300,327233,370300,21533.333333333332,348766.3333333333,370300,64600
60590243361,658 WARBLERS PERCH WAY,60590243361,20230303,TH,Residential (R),Blank,2023,285800,Yes,No Application,1899.12.30,2017,2020.09.24,R10,285800,266700,120000,204000,285800,324000,19100.0,304900.0,324000,57300
60590243362,656 WARBLERS PERCH WAY,60590243362,20230303,TH,Residential (R),Blank,2023,319067,Yes,No Application,1899.12.30,2017,2017.05.01,R10,319067,298000,120000,241200,319067,361200,21066.666666666668,340133.6666666667,361200,63200
60590243363,654 WARBLERS PERCH WAY,60590243363,20230303,TH,Residential (R),Blank,2023,319700,Yes,Denied,2021.06.10,2017,2021.02.16,R10,319700,298600,120000,241900,319700,361900,21100.0,340800.0,361900,63300
60590243364,652 WARBLERS PERCH WAY,60590243364,20230303,TH,Residential (R),Blank,2023,289200,Yes,No Application,1899.12.30,2017,2021.10.14,R10,289200,269900,120000,207800,289200,327800,19300.0,308500.0,327800,57900
60590243365,650 WARBLERS PERCH WAY,60590243365,20230303,TH,Residential (R),Blank,2023,330600,Yes,Approved,2022.04.19,2017,2021.07.26,R10,330600,306300,120000,259200,330600,379200,24300.0,354900.0,379200,72900
60590243366,648 WARBLERS PERCH WAY,60590243366,20230303,TH,Residential (R),Blank,2023,326267,Yes,No Application,2022.11.29,2016,2021.05.25,R10,326267,302700,120000,253400,326267,373400,23566.666666666668,349833.6666666667,373400,70700
60590243367,646 WARBLERS PERCH WAY,60590243367,20230303,TH,Residential (R),Blank,2023,310000,Yes,Approved,2017.02.23,2016,2016.11.04,R10,310000,289500,120000,231000,310000,351000,20500.0,330500.0,351000,61500
60590243368,644 WARBLERS PERCH WAY,60590243368,20230303,TH,Residential (R),Blank,2023,319033,Yes,No Application,1899.12.30,2016,2022.09.19,R10,319033,294600,120000,247900,319033,367900,24433.333333333332,343466.3333333333,367900,73300
60590243369,642 WARBLERS PERCH WAY,60590243369,20230303,TH,Residential (R),Blank,2023,322967,Yes,No Application,1899.12.30,2016,2017.03.03,R10,322967,300400,120000,248100,322967,368100,22566.666666666668,345533.6666666667,368100,67700
60590243370,640 WARBLERS PERCH WAY,60590243370,20230303,TH,Residential (R),Blank,2023,315333,Yes,No Application,1899.12.30,2016,2020.07.28,R10,315333,294500,120000,237000,315333,357000,20833.333333333332,336166.3333333333,357000,62500
60590243371,638 WARBLERS PERCH WAY,60590243371,20230303,TH,Residential (R),Blank,2023,329033,Yes,Approved,2017.06.26,2016,2016.11.29,R10,329033,306100,120000,254900,329033,374900,22933.333333333332,351966.3333333333,374900,68800
60590243372,636 WARBLERS PERCH WAY,60590243372,20230303,TH,Residential (R),Blank,2023,288200,Yes,No Application,1899.12.30,2015,2022.08.29,R10,288200,267700,120000,209200,288200,329200,20500.0,308700.0,329200,61500
60590243373,634 WARBLERS PERCH WAY,60590243373,20230303,TH,Residential (R),Blank,2023,288800,Yes,Approved,2017.04.05,2015,2016.04.12,R10,288800,267600,120000,211200,288800,331200,21200.0,310000.0,331200,63600
60590243374,WARBLERS PERCH WAY,60590243374,20230303,TH,Residential (R),Blank,2023,278767,Yes,Approved,2016.02.04,2015,2015.12.11,R10,278767,258800,120000,198700,278767,318700,19966.666666666668,298733.6666666667,318700,59900
60590243375,630 WARBLERS PERCH WAY,60590243375,20230303,TH,Residential (R),Blank,2023,290633, No ,No Application,1899.12.30,2015,2020.09.24,R10,290633,270000,120000,211900,290633,331900,20633.333333333332,311266.3333333333,331900,61900
60590243376,628 WARBLERS PERCH WAY,60590243376,20230303,TH,Residential (R),Blank,2023,281400, No ,No Application,2021.11.16,2015,2020.07.06,R10,281400,261300,120000,201600,281400,321600,20100.0,301500.0,321600,60300
60590243377,626 WARBLERS PERCH WAY,60590243377,20230303,TH,Residential (R),Blank,2023,285000,Yes,No Application,1899.12.30,2015,2016.09.21,R10,285000,266000,120000,203000,285000,323000,19000.0,304000.0,323000,57000
60590243378,WARBLERS PERCH WAY,60590243378,20230303,TH,Residential (R),Blank,2023,316867,Yes,No Application,1899.12.30,2015,2016.04.06,R10,316867,294700,120000,241200,316867,361200,22166.666666666668,339033.6666666667,361200,66500
60590243379,622 WARBLERS PERCH WAY,60590243379,20230303,TH,Residential (R),Blank,2023,316300,Yes,Approved,2016.06.02,2015,2021.05.30,R10,316300,291100,120000,246700,316300,366700,25200.0,341500.0,366700,75600
60590243380,WARBLERS PERCH WAY,60590243380,20230303,TH,Residential (R),Blank,2023,307767,Yes,No Application,1899.12.30,2015,2015.12.11,R10,307767,287400,120000,228500,307767,348500,20366.666666666668,328133.6666666667,348500,61100
60590243381,WARBLERS PERCH WAY,60590243381,20230303,TH,Residential (R),Blank,2023,317633,Yes,No Application,1899.12.30,2015,2015.12.11,R10,317633,296700,120000,239500,317633,359500,20933.333333333332,338566.3333333333,359500,62800
60590243382,WARBLERS PERCH WAY,60590243382,20230303,TH,Residential (R),Blank,2023,303500,Yes,Approved,2016.02.04,2015,2015.12.11,R10,303500,282100,120000,226300,303500,346300,21400.0,324900.0,346300,64200
60590243383,WARBLERS PERCH WAY,60590243383,20230303,TH,Residential (R),Blank,2023,317833,Yes,No Application,1899.12.30,2015,2021.11.05,R10,317833,295700,120000,242100,317833,362100,22133.333333333332,339966.3333333333,362100,66400
60590243384,612 WARBLERS PERCH WAY,60590243384,20230303,TH,Residential (R),Blank,2023,291200,Yes,No Application,1899.12.30,2016,2020.11.30,R10,291200,270500,120000,212600,291200,332600,20700.0,311900.0,332600,62100
60590243385,610 WARBLERS PERCH WAY,60590243385,20230303,TH,Residential (R),Blank,2023,281867,Yes,Approved,2017.02.23,2016,2016.09.12,R10,281867,261700,120000,202200,281867,322200,20166.666666666668,302033.6666666667,322200,60500
60590243386,608 WARBLERS PERCH WAY,60590243386,20230303,TH,Residential (R),Blank,2023,284600,Yes,Approved,2022.03.09,2016,2021.08.25,R10,284600,264300,120000,205200,284600,325200,20300.0,304900.0,325200,60900
60590243387,606 WARBLERS PERCH WAY,60590243387,20230303,TH,Residential (R),Blank,2023,294167,Yes,No Application,1899.12.30,2016,2021.10.08,R10,294167,274600,120000,213300,294167,333300,19566.666666666668,313733.6666666667,333300,58700
60590243388,WARBLERS PERCH WAY,60590243388,20230303,TH,Residential (R),Blank,2023,284600,Yes,Approved,2018.05.15,2016,2017.02.02,R10,284600,264300,120000,205200,284600,325200,20300.0,304900.0,325200,60900
60590243389,WARBLERS PERCH WAY,60590243389,20230303,TH,Residential (R),Blank,2023,341033,Yes,No Application,1899.12.30,2016,2022.04.05,R10,341033,317500,120000,268100,341033,388100,23533.333333333332,364566.3333333333,388100,70600
60590243390,675 WARBLERS PERCH WAY,60590243390,20230303,TH,Residential (R),Blank,2023,345200,Yes,No Application,1899.12.30,2022,2022.10.27,R10,345200,320800,120000,274000,345200,394000,24400.0,369600.0,394000,73200
60590254221,677 WARBLERS PERCH WAY,60590254221,20230303,TH,Residential (R),Blank,2023,330700,Yes,No Application,1899.12.30,2022,2022.10.28,R10,330700,303100,120000,265900,330700,385900,27600.0,358300.0,385900,82800
60590254222,679 WARBLERS PERCH WAY,60590254222,20230303,TH,Residential (R),Blank,2023,339900,Yes,No Application,1899.12.30,2022,2022.11.01,,339900,311500,120000,276700,339900,396700,28400.0,368300.0,396700,85200
60590254223,681 WARBLERS PERCH WAY,60590254223,20230303,TH,Residential (R),Blank,2023,333767,Yes,No Application,1899.12.30,2022,2022.10.26,R10,333767,305900,120000,269500,333767,389500,27866.666666666668,361633.6666666667,389500,83600
60590254224,683 WARBLERS PERCH WAY,60590254224,20230303,TH,Residential (R),Blank,2023,345200,Yes,No Application,1899.12.30,2022,2022.10.27,R10,345200,320800,120000,274000,345200,394000,24400.0,369600.0,394000,73200
79790228041,963 INDIGO BUNTING LN,79790228041,20230303,TH,Residential (R),Blank,2023,367733,Yes,No Application,1899.12.30,2009,2021.06.15,,367733,333100,120000,317000,367733,437000,34633.333333333336,402366.3333333333,437000,103900
79790228042,961 INDIGO BUNTING LN,79790228042,20230303,TH,Residential (R),Blank,2023,355800,Yes,No Application,1899.12.30,2009,2021.02.05,,355800,327200,120000,293000,355800,413000,28600.0,384400.0,413000,85800
79790228043,959 INDIGO BUNTING LN,79790228043,20230303,TH,Residential (R),Blank,2023,350667, No ,No Application,1899.12.30,2009,2019.12.16,,350667,330700,120000,270600,350667,390600,19966.666666666668,370633.6666666667,390600,59900
79790228044,957 INDIGO BUNTING LN,79790228044,20230303,TH,Residential (R),Blank,2023,367100,Yes,No Application,1899.12.30,2009,2021.02.02,,367100,342800,120000,295700,367100,415700,24300.0,391400.0,415700,72900
79790228045,955 INDIGO BUNTING LN,79790228045,20230303,TH,Residential (R),Blank,2023,366400,Yes,No Application,1899.12.30,2009,2019.08.23,,366400,345700,120000,287800,366400,407800,20700.0,387100.0,407800,62100
79790228046,953 INDIGO BUNTING LN,79790228046,20230303,TH,Residential (R),Blank,2023,347233,Yes,Approved,2017.09.25,2009,2017.05.31,,347233,327400,120000,266900,347233,386900,19833.333333333332,367066.3333333333,386900,59500
79790228047,951 INDIGO BUNTING LN,79790228047,20230303,TH,Residential (R),Blank,2023,355367,Yes,No Application,1899.12.30,2009,2020.12.10,,355367,324500,120000,297100,355367,417100,30866.666666666668,386233.6666666667,417100,92600
79790228048,949 INDIGO BUNTING LN,79790228048,20230303,TH,Residential (R),Blank,2023,376133,Yes,Approved,2016.11.22,2009,2015.02.11,,376133,350300,120000,307800,376133,427800,25833.333333333332,401966.3333333333,427800,77500
